MatchID,RecTeam_Score,PullTeam_Score,RecTeam_Win_Prob,PullTeam_Win_Prob,RecTeam_Avg_Score,PullTeam_Avg_Score,RecTeam_RecToStartGame,SecondHalf,Time_StartofSim,Time_UntilCap,CapOn,OLE_Rate
7-1-45-1,7,1,0.974216,0.025784,14.075988,7.677504,1,0,40,45,0,0.63
8-1-45-1,8,1,0.98454,0.01546,14.855856,7.433036,1,1,40,45,0,0.63
9-1-45-1,9,1,0.99364,0.00636,14.960964,6.555564,1,1,40,45,0,0.63
10-1-45-1,10,1,0.997712,0.002288,14.992196,5.582884,1,1,40,45,0,0.63
11-1-45-1,11,1,0.99942,0.00058,14.99918,4.582372,1,1,40,45,0,0.63
12-1-45-1,12,1,0.999,0.001,0,0,1,1,40,45,0,0.63
13-1-45-1,13,1,0.999,0.001,0,0,1,1,40,45,0,0.63
14-1-45-1,14,1,0.999,0.001,0,0,1,1,40,45,0,0.63
0-2-45-1,0,2,0.266272,0.733728,7.67878,9.862656,1,0,40,45,0,0.63
1-2-45-1,1,2,0.377768,0.622232,8.587184,9.680468,1,0,40,45,0,0.63
2-2-45-1,2,2,0.506536,0.493464,9.468324,9.451924,1,0,40,45,0,0.63
3-2-45-1,3,2,0.636456,0.363544,10.386468,9.249856,1,0,40,45,0,0.63
4-2-45-1,4,2,0.753688,0.246312,11.353848,9.110488,1,0,40,45,0,0.63
5-2-45-1,5,2,0.846212,0.153788,12.343564,9.031288,1,0,40,45,0,0.63
6-2-45-1,6,2,0.911368,0.088632,13.283476,8.915984,1,0,40,45,0,0.63
7-2-45-1,7,2,0.951216,0.048784,14.055132,8.669192,1,0,40,45,0,0.63
8-2-45-1,8,2,0.970848,0.029152,14.844672,8.438356,1,1,40,45,0,0.63
9-2-45-1,9,2,0.986844,0.013156,14.955472,7.551916,1,1,40,45,0,0.63
10-2-45-1,10,2,0.995388,0.004612,14.992024,6.577664,1,1,40,45,0,0.63
11-2-45-1,11,2,0.998676,0.001324,14.999396,5.588432,1,1,40,45,0,0.63
12-2-45-1,12,2,0.999668,0.000332,15.000168,4.590324,1,1,40,45,0,0.63
13-2-45-1,13,2,0.999,0.001,0,0,1,1,40,45,0,0.63
14-2-45-1,14,2,0.999,0.001,0,0,1,1,40,45,0,0.63
0-3-45-1,0,3,0.167984,0.832016,7.401732,10.684212,1,0,40,45,0,0.63
1-3-45-1,1,3,0.257768,0.742232,8.340884,10.548744,1,0,40,45,0,0.63
2-3-45-1,2,3,0.373768,0.626232,9.279432,10.3814,1,0,40,45,0,0.63
3-3-45-1,3,3,0.503804,0.496196,10.23572,10.229808,1,0,40,45,0,0.63
4-3-45-1,4,3,0.638144,0.361856,11.248308,10.107404,1,0,40,45,0,0.63
5-3-45-1,5,3,0.75652,0.24348,12.270776,10.015176,1,0,40,45,0,0.63
6-3-45-1,6,3,0.847336,0.152664,13.220968,9.895516,1,0,40,45,0,0.63
7-3-45-1,7,3,0.911892,0.088108,14.013968,9.647572,1,0,40,45,0,0.63
8-3-45-1,8,3,0.947748,0.052252,14.826228,9.43418,1,1,40,45,0,0.63
9-3-45-1,9,3,0.975208,0.024792,14.950768,8.546872,1,1,40,45,0,0.63
10-3-45-1,10,3,0.990456,0.009544,14.99188,7.57908,1,1,40,45,0,0.63
11-3-45-1,11,3,0.997012,0.002988,15.000064,6.59446,1,1,40,45,0,0.63
12-3-45-1,12,3,0.999332,0.000668,15.000396,5.582904,1,1,40,45,0,0.63
13-3-45-1,13,3,0.999936,6.40E-05,15.00018,4.587996,1,1,40,45,0,0.63
14-3-45-1,14,3,0.999,0.001,0,0,1,1,40,45,0,0.63
0-4-45-1,0,4,0.097652,0.902348,7.199456,11.542004,1,0,40,45,0,0.63
1-4-45-1,1,4,0.161372,0.838628,8.169912,11.457832,1,0,40,45,0,0.63
2-4-45-1,2,4,0.252952,0.747048,9.133612,11.348764,1,0,40,45,0,0.63
3-4-45-1,3,4,0.369868,0.630132,10.125036,11.238444,1,0,40,45,0,0.63
4-4-45-1,4,4,0.504004,0.495996,11.145364,11.129304,1,0,40,45,0,0.63
5-4-45-1,5,4,0.639568,0.360432,12.181304,11.021564,1,0,40,45,0,0.63
6-4-45-1,6,4,0.758652,0.241348,13.151664,10.885948,1,0,40,45,0,0.63
7-4-45-1,7,4,0.8513,0.1487,13.964396,10.621492,1,0,40,45,0,0.63
8-4-45-1,8,4,0.909612,0.090388,14.796528,10.414776,1,1,40,45,0,0.63
9-4-45-1,9,4,0.955256,0.044744,14.945144,9.54464,1,1,40,45,0,0.63
10-4-45-1,10,4,0.980956,0.019044,14.99228,8.581564,1,1,40,45,0,0.63
11-4-45-1,11,4,0.993808,0.006192,15.002268,7.595732,1,1,40,45,0,0.63
12-4-45-1,12,4,0.99844,0.00156,15.00154,6.582104,1,1,40,45,0,0.63
13-4-45-1,13,4,0.999756,0.000244,15.00038,5.586736,1,1,40,45,0,0.63
14-4-45-1,14,4,0.999988,1.20E-05,15.000024,4.588704,1,1,40,45,0,0.63
0-5-45-1,0,5,0.05132,0.94868,7.07552,12.461572,1,0,40,45,0,0.63
1-5-45-1,1,5,0.092064,0.907936,8.04416,12.409488,1,0,40,45,0,0.63
2-5-45-1,2,5,0.155864,0.844136,9.030168,12.350012,1,0,40,45,0,0.63
3-5-45-1,3,5,0.24926,0.75074,10.033776,12.259884,1,0,40,45,0,0.63
4-5-45-1,4,5,0.367808,0.632192,11.04466,12.160492,1,0,40,45,0,0.63
5-5-45-1,5,5,0.505164,0.494836,12.071012,12.043404,1,0,40,45,0,0.63
6-5-45-1,6,5,0.642576,0.357424,13.051576,11.873568,1,0,40,45,0,0.63
7-5-45-1,7,5,0.765048,0.234952,13.891796,11.597284,1,0,40,45,0,0.63
8-5-45-1,8,5,0.853324,0.146676,14.751488,11.394976,1,1,40,45,0,0.63
9-5-45-1,9,5,0.920404,0.079596,14.92932,10.549468,1,1,40,45,0,0.63
10-5-45-1,10,5,0.964084,0.035916,14.99614,9.603252,1,1,40,45,0,0.63
11-5-45-1,11,5,0.986588,0.013412,15.007352,8.60356,1,1,40,45,0,0.63
12-5-45-1,12,5,0.996392,0.003608,15.00394,7.588856,1,1,40,45,0,0.63
13-5-45-1,13,5,0.999312,0.000688,15.00112,6.584572,1,1,40,45,0,0.63
14-5-45-1,14,5,0.99992,8.00E-05,15.000144,5.58906,1,1,40,45,0,0.63
0-6-45-1,0,6,0.02576,0.97424,6.944568,13.34754,1,0,40,45,0,0.63
1-6-45-1,1,6,0.05014,0.94986,7.929064,13.322948,1,0,40,45,0,0.63
2-6-45-1,2,6,0.090464,0.909536,8.92472,13.274968,1,0,40,45,0,0.63
3-6-45-1,3,6,0.153884,0.846116,9.903996,13.222108,1,0,40,45,0,0.63
4-6-45-1,4,6,0.24424,0.75576,10.890604,13.14718,1,0,40,45,0,0.63
5-6-45-1,5,6,0.362008,0.637992,11.891976,13.035276,1,0,40,45,0,0.63
6-6-45-1,6,6,0.506744,0.493256,12.88018,12.840708,1,0,40,45,0,0.63
7-6-45-1,7,6,0.649196,0.350804,13.75316,12.548024,1,0,40,45,0,0.63
8-6-45-1,8,6,0.771196,0.228804,14.661136,12.334272,1,1,40,45,0,0.63
9-6-45-1,9,6,0.865832,0.134168,14.899124,11.54694,1,1,40,45,0,0.63
10-6-45-1,10,6,0.933856,0.066144,14.997172,10.61208,1,1,40,45,0,0.63
11-6-45-1,11,6,0.973076,0.026924,15.01644,9.612708,1,1,40,45,0,0.63
12-6-45-1,12,6,0.992152,0.007848,15.010148,8.605648,1,1,40,45,0,0.63
13-6-45-1,13,6,0.99852,0.00148,15.0029,7.59358,1,1,40,45,0,0.63
14-6-45-1,14,6,0.999916,8.40E-05,15.000192,6.58506,1,1,40,45,0,0.63
0-7-45-1,0,7,0.012072,0.987928,6.682988,14.089232,1,0,40,45,0,0.63
1-7-45-1,1,7,0.025652,0.974348,7.666352,14.077828,1,0,40,45,0,0.63
2-7-45-1,2,7,0.047664,0.952336,8.655492,14.05664,1,0,40,45,0,0.63
3-7-45-1,3,7,0.088076,0.911924,9.651636,14.0161,1,0,40,45,0,0.63
4-7-45-1,4,7,0.149396,0.850604,10.624856,13.964224,1,0,40,45,0,0.63
5-7-45-1,5,7,0.237932,0.762068,11.603756,13.881272,1,0,40,45,0,0.63
6-7-45-1,6,7,0.356152,0.643848,12.569152,13.734616,1,0,40,45,0,0.63
7-7-45-1,7,7,0.507112,0.492888,13.497412,13.443244,1,0,40,45,0,0.63
8-7-45-1,8,7,0.66286,0.33714,14.4933,13.218164,1,1,40,45,0,0.63
9-7-45-1,9,7,0.785124,0.214876,14.835536,12.513916,1,1,40,45,0,0.63
10-7-45-1,10,7,0.883324,0.116676,14.990932,11.627932,1,1,40,45,0,0.63
11-7-45-1,11,7,0.94874,0.05126,15.027732,10.627256,1,1,40,45,0,0.63
12-7-45-1,12,7,0.982452,0.017548,15.019744,9.617972,1,1,40,45,0,0.63
13-7-45-1,13,7,0.996216,0.003784,15.006296,8.592968,1,1,40,45,0,0.63
14-7-45-1,14,7,0.999532,0.000468,15.000868,7.590872,1,1,40,45,0,0.63
0-8-45-1,0,8,0.010408,0.989592,6.834708,14.824804,1,1,40,45,0,0.63
1-8-45-1,1,8,0.020204,0.979796,7.822168,14.818044,1,1,40,45,0,0.63
2-8-45-1,2,8,0.03806,0.96194,8.82114,14.80424,1,1,40,45,0,0.63
3-8-45-1,3,8,0.068172,0.931828,9.81096,14.778792,1,1,40,45,0,0.63
4-8-45-1,4,8,0.113368,0.886632,10.78524,14.741124,1,1,40,45,0,0.63
5-8-45-1,5,8,0.181524,0.818476,11.753524,14.6764,1,1,40,45,0,0.63
6-8-45-1,6,8,0.274028,0.725972,12.668424,14.561856,1,1,40,45,0,0.63
7-8-45-1,7,8,0.391972,0.608028,13.50096,14.344896,1,1,40,45,0,0.63
8-8-45-1,8,8,0.53032,0.46968,14.188472,13.969332,1,1,40,45,0,0.63
9-8-45-1,9,8,0.675748,0.324252,14.67696,13.389596,1,1,40,45,0,0.63
10-8-45-1,10,8,0.802536,0.197464,14.941028,12.616556,1,1,40,45,0,0.63
11-8-45-1,11,8,0.903496,0.096504,15.038092,11.662856,1,1,40,45,0,0.63
12-8-45-1,12,8,0.963704,0.036296,15.039312,10.645344,1,1,40,45,0,0.63
13-8-45-1,13,8,0.99068,0.00932,15.014472,9.604716,1,1,40,45,0,0.63
14-8-45-1,14,8,0.998988,0.001012,15.002408,8.585364,1,1,40,45,0,0.63
0-9-45-1,0,9,0.004344,0.995656,5.952304,14.95048,1,1,40,45,0,0.63
1-9-45-1,1,9,0.008864,0.991136,6.95524,14.94804,1,1,40,45,0,0.63
2-9-45-1,2,9,0.017308,0.982692,7.943776,14.942188,1,1,40,45,0,0.63
3-9-45-1,3,9,0.032644,0.967356,8.951744,14.934504,1,1,40,45,0,0.63
4-9-45-1,4,9,0.058792,0.941208,9.948448,14.921044,1,1,40,45,0,0.63
5-9-45-1,5,9,0.100408,0.899592,10.936572,14.903224,1,1,40,45,0,0.63
6-9-45-1,6,9,0.168224,0.831776,11.93348,14.855196,1,1,40,45,0,0.63
7-9-45-1,7,9,0.259504,0.740496,12.857776,14.75692,1,1,40,45,0,0.63
8-9-45-1,8,9,0.38648,0.61352,13.705004,14.537804,1,1,40,45,0,0.63
9-9-45-1,9,9,0.531232,0.468768,14.36442,14.153368,1,1,40,45,0,0.63
10-9-45-1,10,9,0.688996,0.311004,14.814552,13.5293,1,1,40,45,0,0.63
11-9-45-1,11,9,0.826824,0.173176,15.024984,12.6863,1,1,40,45,0,0.63
12-9-45-1,12,9,0.925832,0.074168,15.063964,11.678512,1,1,40,45,0,0.63
13-9-45-1,13,9,0.978452,0.021548,15.032304,10.627228,1,1,40,45,0,0.63
14-9-45-1,14,9,0.997068,0.002932,15.006536,9.591152,1,1,40,45,0,0.63
0-10-45-1,0,10,0.001388,0.998612,4.988824,14.990348,1,1,40,45,0,0.63
1-10-45-1,1,10,0.003008,0.996992,5.98984,14.98946,1,1,40,45,0,0.63
2-10-45-1,2,10,0.00678,0.99322,6.992944,14.988284,1,1,40,45,0,0.63
3-10-45-1,3,10,0.013552,0.986448,7.992496,14.987152,1,1,40,45,0,0.63
4-10-45-1,4,10,0.025904,0.974096,8.997628,14.987936,1,1,40,45,0,0.63
5-10-45-1,5,10,0.048404,0.951596,10.006948,14.989112,1,1,40,45,0,0.63
6-10-45-1,6,10,0.087648,0.912352,11.031384,14.985984,1,1,40,45,0,0.63
7-10-45-1,7,10,0.149976,0.850024,12.02286,14.962424,1,1,40,45,0,0.63
8-10-45-1,8,10,0.24394,0.75606,12.9887,14.887176,1,1,40,45,0,0.63
9-10-45-1,9,10,0.37642,0.62358,13.854256,14.692188,1,1,40,45,0,0.63
10-10-45-1,10,10,0.536244,0.463756,14.532124,14.310784,1,1,40,45,0,0.63
11-10-45-1,11,10,0.706676,0.293324,14.94538,13.656764,1,1,40,45,0,0.63
12-10-45-1,12,10,0.855172,0.144828,15.094516,12.73882,1,1,40,45,0,0.63
13-10-45-1,13,10,0.950568,0.049432,15.071044,11.678556,1,1,40,45,0,0.63
14-10-45-1,14,10,0.991732,0.008268,15.01714,10.606944,1,1,40,45,0,0.63
0-11-45-1,0,11,0.001,0.999,0,0,1,1,40,45,0,0.63
1-11-45-1,1,11,0.000856,0.999144,4.99646,14.998784,1,1,40,45,0,0.63
2-11-45-1,2,11,0.002096,0.997904,6.003584,14.99888,1,1,40,45,0,0.63
3-11-45-1,3,11,0.004288,0.995712,7.002964,15.00014,1,1,40,45,0,0.63
4-11-45-1,4,11,0.009272,0.990728,8.008904,15.003272,1,1,40,45,0,0.63
5-11-45-1,5,11,0.018564,0.981436,9.015652,15.0092,1,1,40,45,0,0.63
6-11-45-1,6,11,0.037004,0.962996,10.039568,15.01912,1,1,40,45,0,0.63
7-11-45-1,7,11,0.071096,0.928904,11.062876,15.028564,1,1,40,45,0,0.63
8-11-45-1,8,11,0.129184,0.870816,12.093452,15.0342,1,1,40,45,0,0.63
9-11-45-1,9,11,0.222556,0.777444,13.081276,14.991648,1,1,40,45,0,0.63
10-11-45-1,10,11,0.361064,0.638936,13.99606,14.848496,1,1,40,45,0,0.63
11-11-45-1,11,11,0.54106,0.45894,14.698916,14.473016,1,1,40,45,0,0.63
12-11-45-1,12,11,0.733052,0.266948,15.086888,13.787292,1,1,40,45,0,0.63
13-11-45-1,13,11,0.89188,0.10812,15.138496,12.767332,1,1,40,45,0,0.63
14-11-45-1,14,11,0.977652,0.022348,15.048208,11.64498,1,1,40,45,0,0.63
0-12-45-1,0,12,0.001,0.999,0,0,1,1,40,45,0,0.63
1-12-45-1,1,12,0.001,0.999,0,0,1,1,40,45,0,0.63
2-12-45-1,2,12,0.00046,0.99954,5.002212,15.0003,1,1,40,45,0,0.63
3-12-45-1,3,12,0.00106,0.99894,5.996332,15.000736,1,1,40,45,0,0.63
4-12-45-1,4,12,0.002548,0.997452,7.003288,15.00248,1,1,40,45,0,0.63
5-12-45-1,5,12,0.005388,0.994612,8.011436,15.00588,1,1,40,45,0,0.63
6-12-45-1,6,12,0.01154,0.98846,9.024568,15.014292,1,1,40,45,0,0.63
7-12-45-1,7,12,0.025176,0.974824,10.031672,15.026204,1,1,40,45,0,0.63
8-12-45-1,8,12,0.05282,0.94718,11.071764,15.048096,1,1,40,45,0,0.63
9-12-45-1,9,12,0.103608,0.896392,12.117408,15.075436,1,1,40,45,0,0.63
10-12-45-1,10,12,0.194552,0.805448,13.169792,15.092304,1,1,40,45,0,0.63
11-12-45-1,11,12,0.344444,0.655556,14.161036,15.015744,1,1,40,45,0,0.63
12-12-45-1,12,12,0.548104,0.451896,14.926532,14.701108,1,1,40,45,0,0.63
13-12-45-1,13,12,0.772368,0.227632,15.237584,13.916464,1,1,40,45,0,0.63
14-12-45-1,14,12,0.939792,0.060208,15.128784,12.741208,1,1,40,45,0,0.63
0-13-45-1,0,13,0.001,0.999,0,0,1,1,40,45,0,0.63
1-13-45-1,1,13,0.001,0.999,0,0,1,1,40,45,0,0.63
2-13-45-1,2,13,0.001,0.999,0,0,1,1,40,45,0,0.63
3-13-45-1,3,13,0.000132,0.999868,5.001396,15.000224,1,1,40,45,0,0.63
4-13-45-1,4,13,0.000464,0.999536,6.002448,15.000612,1,1,40,45,0,0.63
5-13-45-1,5,13,0.000996,0.999004,6.998548,15.001624,1,1,40,45,0,0.63
6-13-45-1,6,13,0.002368,0.997632,8.00108,15.003672,1,1,40,45,0,0.63
7-13-45-1,7,13,0.005804,0.994196,9.009976,15.009376,1,1,40,45,0,0.63
8-13-45-1,8,13,0.014316,0.985684,10.029164,15.022228,1,1,40,45,0,0.63
9-13-45-1,9,13,0.032632,0.967368,11.061224,15.048896,1,1,40,45,0,0.63
10-13-45-1,10,13,0.0735,0.9265,12.131816,15.10064,1,1,40,45,0,0.63
11-13-45-1,11,13,0.158336,0.841664,13.250916,15.180996,1,1,40,45,0,0.63
12-13-45-1,12,13,0.31834,0.68166,14.383824,15.247116,1,1,40,45,0,0.63
13-13-45-1,13,13,0.55656,0.44344,15.265592,15.039932,1,1,40,45,0,0.63
14-13-45-1,14,13,0.836696,0.163304,15.349748,14.005088,1,1,40,45,0,0.63
0-14-45-1,0,14,0.001,0.999,0,0,1,1,40,45,0,0.63
1-14-45-1,1,14,0.001,0.999,0,0,1,1,40,45,0,0.63
2-14-45-1,2,14,0.001,0.999,0,0,1,1,40,45,0,0.63
3-14-45-1,3,14,0.001,0.999,0,0,1,1,40,45,0,0.63
4-14-45-1,4,14,4.80E-05,0.999952,5.00248,15.000068,1,1,40,45,0,0.63
5-14-45-1,5,14,0.000112,0.999888,5.997012,15.0002,1,1,40,45,0,0.63
6-14-45-1,6,14,0.00022,0.99978,6.9999,15.000532,1,1,40,45,0,0.63
7-14-45-1,7,14,0.000748,0.999252,8.001688,15.001652,1,1,40,45,0,0.63
8-14-45-1,8,14,0.001992,0.998008,9.003972,15.004208,1,1,40,45,0,0.63
9-14-45-1,9,14,0.005288,0.994712,10.013292,15.011208,1,1,40,45,0,0.63
10-14-45-1,10,14,0.013688,0.986312,11.031784,15.029976,1,1,40,45,0,0.63
11-14-45-1,11,14,0.038184,0.961816,12.100908,15.081736,1,1,40,45,0,0.63
12-14-45-1,12,14,0.103212,0.896788,13.263416,15.220244,1,1,40,45,0,0.63
13-14-45-1,13,14,0.276644,0.723356,14.70434,15.593812,1,1,40,45,0,0.63
14-14-45-1,14,14,0.558076,0.441924,15.940036,15.714176,1,1,40,45,0,0.63
14-15-45-1,14,15,0.271508,0.728492,15.385128,16.271908,1,1,40,45,0,0.63
15-14-45-1,15,14,0.841944,0.158056,16.159972,14.80946,1,1,40,45,0,0.63
15-15-45-1,15,15,0.568824,0.431176,16.431812,16.19904,1,1,40,45,0,0.63
0-1-45-0,0,1,0.417656,0.582344,8.140852,8.8216,0,0,40,45,0,0.63
1-1-45-0,1,1,0.547316,0.452684,9.043336,8.598308,0,0,40,45,0,0.63
2-1-45-0,2,1,0.673336,0.326664,9.899044,8.33664,0,0,40,45,0,0.63
3-1-45-0,3,1,0.783168,0.216832,10.760676,8.100928,0,0,40,45,0,0.63
4-1-45-0,4,1,0.868876,0.131124,11.67172,7.940556,0,0,40,45,0,0.63
5-1-45-0,5,1,0.927092,0.072908,12.616552,7.8316,0,0,40,45,0,0.63
6-1-45-0,6,1,0.961504,0.038496,13.499252,7.690548,0,0,40,45,0,0.63
7-1-45-0,7,1,0.98114,0.01886,14.210464,7.390984,0,0,40,45,0,0.63
0-2-45-0,0,2,0.300172,0.699828,7.882736,9.65004,0,0,40,45,0,0.63
1-2-45-0,1,2,0.41638,0.58362,8.783412,9.467488,0,0,40,45,0,0.63
2-2-45-0,2,2,0.54972,0.45028,9.685888,9.2365,0,0,40,45,0,0.63
3-2-45-0,3,2,0.6796,0.3204,10.614656,9.03922,0,0,40,45,0,0.63
4-2-45-0,4,2,0.788856,0.211144,11.575956,8.914472,0,0,40,45,0,0.63
5-2-45-0,5,2,0.873312,0.126688,12.562148,8.813936,0,0,40,45,0,0.63
6-2-45-0,6,2,0.928248,0.071752,13.469008,8.678776,0,0,40,45,0,0.63
7-2-45-0,7,2,0.962372,0.037628,14.189092,8.385404,0,0,40,45,0,0.63
0-3-45-0,0,3,0.194724,0.805276,7.597056,10.463224,0,0,40,45,0,0.63
1-3-45-0,1,3,0.294544,0.705456,8.53728,10.321172,0,0,40,45,0,0.63
2-3-45-0,2,3,0.417356,0.582644,9.484664,10.155148,0,0,40,45,0,0.63
3-3-45-0,3,3,0.553732,0.446268,10.464356,10.002064,0,0,40,45,0,0.63
4-3-45-0,4,3,0.683376,0.316624,11.4718,9.893264,0,0,40,45,0,0.63
5-3-45-0,5,3,0.79254,0.20746,12.481484,9.80342,0,0,40,45,0,0.63
6-3-45-0,6,3,0.876152,0.123848,13.423132,9.655644,0,0,40,45,0,0.63
7-3-45-0,7,3,0.9299,0.0701,14.16122,9.36782,0,0,40,45,0,0.63
0-4-45-0,0,4,0.117136,0.882864,7.401696,11.32382,0,0,40,45,0,0.63
1-4-45-0,1,4,0.19074,0.80926,8.36596,11.235488,0,0,40,45,0,0.63
2-4-45-0,2,4,0.290508,0.709492,9.329752,11.133228,0,0,40,45,0,0.63
3-4-45-0,3,4,0.417324,0.582676,10.331588,11.01152,0,0,40,45,0,0.63
4-4-45-0,4,4,0.555168,0.444832,11.369876,10.911132,0,0,40,45,0,0.63
5-4-45-0,5,4,0.687048,0.312952,12.394048,10.804216,0,0,40,45,0,0.63
6-4-45-0,6,4,0.797024,0.202976,13.341304,10.644372,0,0,40,45,0,0.63
7-4-45-0,7,4,0.880148,0.119852,14.118044,10.34698,0,0,40,45,0,0.63
0-5-45-0,0,5,0.065104,0.934896,7.289616,12.249792,0,0,40,45,0,0.63
1-5-45-0,1,5,0.113732,0.886268,8.266472,12.196568,0,0,40,45,0,0.63
2-5-45-0,2,5,0.188388,0.811612,9.24342,12.121048,0,0,40,45,0,0.63
3-5-45-0,3,5,0.290488,0.709512,10.237188,12.035712,0,0,40,45,0,0.63
4-5-45-0,4,5,0.416788,0.583212,11.256604,11.942872,0,0,40,45,0,0.63
5-5-45-0,5,5,0.55646,0.44354,12.281652,11.825908,0,0,40,45,0,0.63
6-5-45-0,6,5,0.691608,0.308392,13.252744,11.635052,0,0,40,45,0,0.63
7-5-45-0,7,5,0.80284,0.19716,14.04776,11.324496,0,0,40,45,0,0.63
0-6-45-0,0,6,0.03334,0.96666,7.172996,13.167764,0,0,40,45,0,0.63
1-6-45-0,1,6,0.06368,0.93632,8.166612,13.124436,0,0,40,45,0,0.63
2-6-45-0,2,6,0.111176,0.888824,9.143948,13.090532,0,0,40,45,0,0.63
3-6-45-0,3,6,0.186912,0.813088,10.128892,13.021116,0,0,40,45,0,0.63
4-6-45-0,4,6,0.286788,0.713212,11.117976,12.943204,0,0,40,45,0,0.63
5-6-45-0,5,6,0.414596,0.585404,12.121648,12.82062,0,0,40,45,0,0.63
6-6-45-0,6,6,0.555916,0.444084,13.085248,12.629916,0,0,40,45,0,0.63
7-6-45-0,7,6,0.699732,0.300268,13.927924,12.281884,0,0,40,45,0,0.63
0-7-45-0,0,7,0.016884,0.983116,6.967784,13.948924,0,0,40,45,0,0.63
1-7-45-0,1,7,0.033048,0.966952,7.948516,13.93792,0,0,40,45,0,0.63
2-7-45-0,2,7,0.062632,0.937368,8.933204,13.904868,0,0,40,45,0,0.63
3-7-45-0,3,7,0.109872,0.890128,9.911192,13.866292,0,0,40,45,0,0.63
4-7-45-0,4,7,0.182084,0.817916,10.885448,13.79864,0,0,40,45,0,0.63
5-7-45-0,5,7,0.281644,0.718356,11.86628,13.709,0,0,40,45,0,0.63
6-7-45-0,6,7,0.40758,0.59242,12.806756,13.546576,0,0,40,45,0,0.63
7-7-45-0,7,7,0.564456,0.435544,13.705264,13.207144,0,0,40,45,0,0.63
0-0-40-1,0,0,0.516624,0.483376,7.609656,7.514128,1,0,45,40,0,0.63
8-0-40-1,8,0,0.99332,0.00668,14.748276,6.339896,1,1,45,40,0,0.63
9-0-40-1,9,0,0.997304,0.002696,14.925488,5.51072,1,1,45,40,0,0.63
10-0-40-1,10,0,0.999152,0.000848,14.984924,4.575004,1,1,45,40,0,0.63
11-0-40-1,11,0,0.999,0.001,0,0,1,1,45,40,0,0.63
12-0-40-1,12,0,0.999,0.001,0,0,1,1,45,40,0,0.63
13-0-40-1,13,0,0.999,0.001,0,0,1,1,45,40,0,0.63
14-0-40-1,14,0,0.999,0.001,0,0,1,1,45,40,0,0.63
0-1-40-1,0,1,0.38478,0.61522,7.453036,8.496248,1,0,45,40,0,0.63
1-1-40-1,1,1,0.510036,0.489964,8.39438,8.3492,1,0,45,40,0,0.63
2-1-40-1,2,1,0.637376,0.362624,9.250716,8.11674,1,0,45,40,0,0.63
3-1-40-1,3,1,0.758424,0.241576,10.051316,7.813368,1,0,45,40,0,0.63
4-1-40-1,4,1,0.851016,0.148984,10.873024,7.559952,1,0,45,40,0,0.63
5-1-40-1,5,1,0.91704,0.08296,11.77942,7.41232,1,0,45,40,0,0.63
6-1-40-1,6,1,0.956872,0.043128,12.736692,7.330028,1,0,45,40,0,0.63
7-1-40-1,7,1,0.978996,0.021004,13.617436,7.212616,1,0,45,40,0,0.63
8-1-40-1,8,1,0.98622,0.01378,14.740772,7.343968,1,1,45,40,0,0.63
9-1-40-1,9,1,0.994232,0.005768,14.922948,6.51104,1,1,45,40,0,0.63
10-1-40-1,10,1,0.997932,0.002068,14.98366,5.575116,1,1,45,40,0,0.63
11-1-40-1,11,1,0.999392,0.000608,14.998168,4.583952,1,1,45,40,0,0.63
12-1-40-1,12,1,0.999,0.001,0,0,1,1,45,40,0,0.63
13-1-40-1,13,1,0.999,0.001,0,0,1,1,45,40,0,0.63
14-1-40-1,14,1,0.999,0.001,0,0,1,1,45,40,0,0.63
0-2-40-1,0,2,0.262432,0.737568,7.221004,9.402616,1,0,45,40,0,0.63
1-2-40-1,1,2,0.375816,0.624184,8.156836,9.250084,1,0,45,40,0,0.63
2-2-40-1,2,2,0.506048,0.493952,9.035032,9.022508,1,0,45,40,0,0.63
3-2-40-1,3,2,0.6411,0.3589,9.875784,8.74022,1,0,45,40,0,0.63
4-2-40-1,4,2,0.762644,0.237356,10.756528,8.5097,1,0,45,40,0,0.63
5-2-40-1,5,2,0.856352,0.143648,11.705544,8.382672,1,0,45,40,0,0.63
6-2-40-1,6,2,0.918308,0.081692,12.690936,8.3217,1,0,45,40,0,0.63
7-2-40-1,7,2,0.957476,0.042524,13.593196,8.20728,1,0,45,40,0,0.63
8-2-40-1,8,2,0.97342,0.02658,14.731132,8.32344,1,1,45,40,0,0.63
9-2-40-1,9,2,0.987808,0.012192,14.91824,7.510248,1,1,45,40,0,0.63
10-2-40-1,10,2,0.995452,0.004548,14.983108,6.57322,1,1,45,40,0,0.63
11-2-40-1,11,2,0.998704,0.001296,14.997844,5.579272,1,1,45,40,0,0.63
12-2-40-1,12,2,0.999712,0.000288,14.999912,4.583828,1,1,45,40,0,0.63
13-2-40-1,13,2,0.999,0.001,0,0,1,1,45,40,0,0.63
14-2-40-1,14,2,0.999,0.001,0,0,1,1,45,40,0,0.63
0-3-40-1,0,3,0.163624,0.836376,6.936088,10.214332,1,0,45,40,0,0.63
1-3-40-1,1,3,0.254196,0.745804,7.87394,10.077216,1,0,45,40,0,0.63
2-3-40-1,2,3,0.372696,0.627304,8.779516,9.87552,1,0,45,40,0,0.63
3-3-40-1,3,3,0.504968,0.495032,9.670524,9.657668,1,0,45,40,0,0.63
4-3-40-1,4,3,0.644084,0.355916,10.61426,9.469216,1,0,45,40,0,0.63
